Date,Close,returns
2024-09-08,1918138161150.91,0.009038948755298648
2024-09-09,1944195134890.39,0.013584513497111983
2024-09-10,2010843076815.53,0.03428047973636028
2024-09-11,2031024882697.5,0.010036489726453768
2024-09-12,2015741646724.72,-0.007524888593428591
2024-09-13,2045329928450.0,0.01467860813083699
2024-09-14,2113952597260.69,0.03355090435834662
2024-09-15,2097498134906.21,-0.007783742348717815
2024-09-16,2057410658749.32,-0.01911204376764908
2024-09-17,2027558160819.87,-0.014509742040316298
2024-09-18,2083060693121.4,0.0273740765488506
2024-09-19,2124664753083.19,0.01997256253702706
2024-09-20,2175120212584.88,0.023747492129509773
2024-09-21,2198584340003.1,0.0107875083328548
2024-09-22,2221582367264.55,0.010460379819414722
2024-09-23,2213827759436.73,-0.0034905785813236223
2024-09-24,2225346983560.31,0.005203306388438689
2024-09-25,2257772231906.25,0.014570873030354647
2024-09-26,2216998201365.29,-0.018059408280761025
2024-09-27,2284040590283.76,0.030240163874369896
2024-09-28,2315963922823.78,0.013976692303902638
2024-09-29,2312128500905.48,-0.001656080166233087
2024-09-30,2306181620068.54,-0.0025720373390194506
2024-10-01,2229803903919.32,-0.03311869086310304
2024-10-02,2136953003242.0,-0.0416408368978618
2024-10-03,2110770733745.94,-0.012252150354424507
2024-10-04,2106577056233.18,-0.0019867991562103615
2024-10-05,2157919831897.52,0.024372607454553386
2024-10-06,2156377087100.65,-0.0007149222014950496
2024-10-07,2184731052744.7,0.013148890244504274
2024-10-08,2165360275189.33,-0.00886643577067947
2024-10-09,2165508168659.59,6.829970603727809e-05
2024-10-10,2114888906888.61,-0.023375234738695294
2024-10-11,2110603716102.6,-0.0020262013631318077
2024-10-12,2177354952137.5,0.031626607840036236
2024-10-13,2203077262237.06,0.011813558498722676
2024-10-14,2192108898362.88,-0.004978656020008354
2024-10-15,2297371509584.36,0.0480188786698017
2024-10-16,2309078971392.39,0.0050960246347568905
2024-10-17,2320316457139.61,0.004866652845763708
2024-10-18,2307153529591.12,-0.005672901861290325
2024-10-19,2344156786785.66,0.0160384892985852
2024-10-20,2347331543282.18,0.0013543277115322105
2024-10-21,2385197146408.51,0.01613133996119842
2024-10-22,2332371897529.42,-0.022147120609560922
2024-10-23,2324261428376.11,-0.003477348171576411
2024-10-24,2291131104177.58,-0.014254129847035668
2024-10-25,2332504889688.17,0.018058235705128434
2024-10-26,2256518029813.26,-0.032577363593466524
2024-10-27,2280149860475.13,0.01047269747001578
2024-10-28,2310213765382.02,0.013185056573705056
2024-10-29,2364036805535.51,0.023297861418720034
2024-10-30,2442274861588.49,0.03309510912426661
2024-10-31,2430682184963.43,-0.0047466715591217845
2024-11-01,2351531452195.02,-0.0325631764029245
2024-11-02,2331728462827.88,-0.008421315967794163
2024-11-03,2319882521470.87,-0.005080326266911572
2024-11-04,2291490609534.01,-0.012238512801440948
2024-11-05,2256274212685.71,-0.015368335659669663
2024-11-06,2309804334194.16,0.023725007008226884
2024-11-07,2518854265967.66,0.09050547212105431
2024-11-08,2504380105336.88,-0.005746327140216612
2024-11-09,2585834661831.96,0.032524837711934707
2024-11-10,2633943829411.79,0.01860488928002324
2024-11-11,2722276314514.16,0.03353620685301273
2024-11-12,2985151619830.18,0.09656451988891313
2024-11-13,2942242979132.74,-0.014374023889574095
2024-11-14,2986605300921.9,0.015077722031725527
2024-11-15,2893265721238.15,-0.03125273354833269
2024-11-16,3010795419540.48,0.04062181272864018
2024-11-17,3037660380460.84,0.00892287823543314
2024-11-18,3013295825375.71,-0.008020829201924706
2024-11-19,3067134588352.3,0.01786706851786679
2024-11-20,3086246487333.64,0.0062311901974956285
2024-11-21,3106477817930.27,0.006555319116493763
2024-11-22,3266768156800.32,0.051598739236079716
2024-11-23,3316915399425.73,0.015350719799634538
2024-11-24,3334036945276.56,0.005161888016135263
2024-11-25,3340351384919.09,0.0018939321147821708
2024-11-26,3213127046331.37,-0.038087112380484345
2024-11-27,3172467328924.79,-0.012654251394448868
2024-11-28,3333668213375.94,0.050812464790861656
2024-11-29,3323287594018.09,-0.0031138729751806205
2024-11-30,3400297194886.94,0.023172716381052005
2024-12-01,3411190371140.16,0.003203595341489729
2024-12-02,3466836003440.1,0.016312672775674164
2024-12-03,3465724388227.53,-0.0003206425719206596
2024-12-04,3506787309735.75,0.011848294009674909
2024-12-05,3590416779173.57,0.023847887553842373
2024-12-06,3541356395514.92,-0.013664258685294639
2024-12-07,3666504425640.29,0.035339010296695506
2024-12-08,3651323373496.61,-0.004140470153947584
2024-12-09,3712940445460.34,0.016875271144424442
2024-12-10,3465642120589.85,-0.06660444154789802
2024-12-11,3438231342620.71,-0.007909292712680593
2024-12-12,3610480945066.78,0.0500983166289144
2024-12-13,3598529706326.72,-0.0033101514512600128
2024-12-14,3641265145505.97,0.011875805583628996
2024-12-15,3607060533474.7,-0.009393606525326836
2024-12-16,3699070084343.39,0.025508180418601478
2024-12-17,3721464308632.09,0.006054014597745905
2024-12-18,3702886479765.24,-0.004992074980742833
2024-12-19,3478746478546.05,-0.06053115655692498
2024-12-20,3347912807432.93,-0.037609429695435015
2024-12-21,3392045025205.56,0.013182009302825648
2024-12-22,3333161232578.76,-0.017359378248003043
2024-12-23,3275157665449.97,-0.017401968606215346
2024-12-24,3330204205477.62,0.016807294686403074
2024-12-25,3443448784766.45,0.03400529586220635
2024-12-26,3448687737498.91,0.0015214260643678923
2024-12-27,3315007830548.19,-0.03876254306737226
2024-12-28,3283624827657.58,-0.009466946835362422
2024-12-29,3337384190449.78,0.016371956485220496
2024-12-30,3267393362606.53,-0.02097176226924513
2024-12-31,3247898394633.62,-0.005966520038884426
2025-01-01,3258746507343.04,0.0033400406636314717
2025-01-02,3320489672657.69,0.018946906479384573
2025-01-03,3405927430240.98,0.025730469300001335
2025-01-04,3495925745929.8,0.026424026210814633
2025-01-05,3504945338235.71,0.0025800297149936036
2025-01-06,3498617459363.75,-0.0018054144248496051
2025-01-07,3595363765063.57,0.027652724775864446
2025-01-08,3380563758123.9,-0.059743608985243224
2025-01-09,3324489803269.58,-0.016587160860246253
2025-01-10,3229618490789.13,-0.028537104366253674
2025-01-11,3301102095312.17,0.022133761225021198
2025-01-12,3318364500460.98,0.005229285447827969
2025-01-13,3300218680026.26,-0.005468302361660182
2025-01-14,3270257202523.72,-0.009078633995945107
2025-01-15,3350823804176.3,0.02463616671814206
2025-01-16,3535019661394.52,0.0549703201310221
2025-01-17,3510134503065.26,-0.0070396095956771765
2025-01-18,3655480693951.43,0.04140758445559434
2025-01-19,3638190132866.74,-0.004730037588025038
2025-01-20,3491688992644.81,-0.04026758769380023
2025-01-21,3527959268473.6,0.010387602076013414
2025-01-22,3643530974678.86,0.032758798333650585
2025-01-23,3575509686929.14,-0.018669057082934537
2025-01-24,3583557277067.62,0.0022507532752320536
2025-01-25,3588317671694.16,0.0013283992018220392
2025-01-26,3593420557034.11,0.0014220829388107425
2025-01-27,3512866013502.11,-0.022417232342681004
2025-01-28,3489061617847.85,-0.006776346027080105
2025-01-29,3431419006241.1,-0.016520949733844326
2025-01-30,3497403781609.53,0.01922958847299494
2025-01-31,3568224709032.81,0.020249571352235485
2025-02-01,3516993057788.09,-0.0143577424132032
2025-02-02,3404785947219.02,-0.031904274112966036
2025-02-03,3237065223245.08,-0.04926028436851715
2025-02-04,3347044150619.95,0.03397488768070578
2025-02-05,3211896616067.22,-0.040378175031750785
2025-02-06,3170964823563.68,-0.012743807599155721
2025-02-07,3140898658992.51,-0.009481708642034237
2025-02-08,3137762374344.57,-0.0009985309901549
2025-02-09,3156658483674.17,0.00602216072322781
2025-02-10,3152772812294.35,-0.0012309444939692105
2025-02-11,3187922451217.23,0.0111488017106125
2025-02-12,3148688017432.79,-0.012307210851211003
2025-02-13,3234606452886.7,0.027287058920483886
2025-02-14,3195309929461.84,-0.012148780384021785
2025-02-15,3242462500405.79,0.014756806690076507
2025-02-16,3232035644670.51,-0.003215721302551766
2025-02-17,3191800094884.11,-0.012448980831243794
2025-02-18,3182099475264.11,-0.0030392315720362273
2025-02-19,3141277235758.08,-0.012828712560169597
2025-02-20,3186823379381.67,0.014499243525889716
2025-02-21,3237095123386.73,0.015774876113408665
2025-02-22,3157246552852.82,-0.024666735913021487
2025-02-23,3194694521035.13,0.011860957817333873
2025-02-24,3189407296499.41,-0.0016550015974631238
2025-02-25,2977207640155.26,-0.0665326302404381
2025-02-26,2926200617553.67,-0.017132504267968973
2025-02-27,2799523154088.58,-0.04329076506415108
2025-02-28,2810724469054.45,0.004001151035136541
2025-03-01,2794952485170.98,-0.005611358942193334
2025-03-02,2833440231117.95,0.013770447315713863
2025-03-03,3145935962311.2,0.11028844997727472
2025-03-04,2822210600612.19,-0.10290271816632324
2025-03-05,2868032589798.71,0.01623620475969445
2025-03-06,2963845654848.98,0.03340724418232455
2025-03-07,2942575723599.91,-0.007176463866892413
2025-03-08,2846132338534.98,-0.032775158270843985
2025-03-09,2833093956356.32,-0.004581087815955676
2025-03-10,2649816819071.97,-0.06469151398002515
2025-03-11,2558936833651.42,-0.03429670487651992
2025-03-12,2679998804426.44,0.04730947993048873
2025-03-13,2711966393587.14,0.011928210231997305
2025-03-14,2647509050533.26,-0.023767751402192783
2025-03-15,2733771554175.94,0.03258251510993149
2025-03-16,2760351361704.98,0.009722761028966964
2025-03-17,2693217623381.76,-0.0243207220843632
2025-03-18,2745435274756.97,0.019388574811731285
2025-03-19,2711707476050.95,-0.012285046023897128
2025-03-20,2842050798568.89,0.048066881722713894
2025-03-21,2760879877591.82,-0.028560686184055495
2025-03-22,2750368289836.87,-0.003807332524774165
2025-03-23,2750136299498.24,-8.434882684149603e-05
2025-03-24,2805913365720.63,0.02028156431103656
2025-03-25,2863279147575.78,0.02044460194529818
2025-03-26,2867131763166.54,0.001345525669064429
2025-03-27,2834782213887.99,-0.011282895922028358
2025-03-28,2845132366870.99,0.003651128094529943
2025-03-29,2741206846571.8,-0.03652748164173647
2025-03-30,2675468576833.92,-0.023981506474089476
2025-03-31,2665255723028.77,-0.003817220614579453
2025-04-01,2667542682341.72,0.0008580637472006547
2025-04-02,2742142137874.53,0.027965608957875032
2025-04-03,2644295755496.96,-0.035682461906738294
2025-04-04,2662216496096.46,0.00677713170406391
2025-04-05,2685795066701.58,0.008856744235374192
2025-04-06,2674309952996.06,-0.004276243503427368
2025-04-07,2485869405665.09,-0.07046324122596859
2025-04-08,2506456117484.03,0.00828149369875364
2025-04-09,2420957450085.37,-0.03411137613870652
2025-04-10,2626946878705.57,0.08508593515880913
2025-04-11,2533574147525.09,-0.035544202259045865
2025-04-12,2635035024204.48,0.0400465393043663
2025-04-13,2710025730557.76,0.028459092825879884
2025-04-14,2651914257272.77,-0.02144314448004503
2025-04-15,2671852379559.01,0.0075183887380823045
2025-04-16,2637947431994.9,-0.012689678450613306
2025-04-17,2645449093617.8,0.0028437494742747926
2025-04-18,2669373250053.47,0.00904351419703664
2025-04-19,2663370088681.14,-0.0022489029483643286
2025-04-20,2689723413368.2,0.009894728787056994
2025-04-21,2686531790539.74,-0.0011865988943685624
2025-04-22,2735184068666.69,0.018109697528341906
2025-04-23,2915705611165.02,0.06599977843038851
2025-04-24,2931025902543.43,0.005254402680347603
2025-04-25,2940262416387.24,0.0031512904187558366
2025-04-26,2959859067146.07,0.006664932575272786
2025-04-27,2969192395640.96,0.003153301654963414
2025-04-28,2941512672805.8,-0.009322306926218937
2025-04-29,2975175235909.15,0.011443963309952565
2025-04-30,2950185417932.73,-0.008399444064606021
2025-05-01,2944967064868.37,-0.0017688220654336062
2025-05-02,3005742722444.4,0.020637126404924988
2025-05-03,3016087433285.38,0.0034416488023856218
2025-05-04,2981403745766.67,-0.011499563021927894
2025-05-05,2935729267530.39,-0.015319789646448756
2025-05-06,2947183238128.65,0.003901575913331845
2025-05-07,2989982517103.93,0.014522096360203296
2025-05-08,2993482192419.78,0.0011704668157188625
2025-05-09,3228661003151.7,0.07856362443960752
2025-05-10,3265491894823.65,0.011407481812428344
2025-05-11,3371555312987.71,0.032480073930726494
2025-05-12,3327829196151.48,-0.012969123379880765
2025-05-13,3315483887226.43,-0.0037097183170718973
2025-05-14,3384993704659.26,0.020965210448052662
2025-05-15,3341132865123.04,-0.012957436073174233
2025-05-16,3306851935866.14,-0.010260271183689551
2025-05-17,3296202571544.31,-0.0032203934522520017
2025-05-18,3269729880656.18,-0.0080312694118575
2025-05-19,3365862234590.21,0.029400702028247627
2025-05-20,3334929360512.02,-0.00919017830269453
2025-05-21,3361605784601.77,0.007999097193966964
2025-05-22,3441643763241.35,0.023809448153083057
2025-05-23,3521198923414.85,0.023115454604335506
2025-05-24,3375353066586.07,-0.0414193744803657
2025-05-25,3394107202665.36,0.005556199813567586
2025-05-26,3425272030195.48,0.009182039832344335
2025-05-27,3429916633449.51,0.001355980842714155
2025-05-28,3441420258700.16,0.0033539081208167065
2025-05-29,3411688276306.9,-0.008639451202768877
2025-05-30,3344158837150.71,-0.019793554887520215
2025-05-31,3257644725323.91,-0.025870216111059996
2025-06-01,3275399283271.81,0.005450121006100428
2025-06-02,3302646623160.53,0.008318784225141096
2025-06-03,3322372941727.33,0.005972881999686264
2025-06-04,3313020619377.92,-0.002814952599676457
2025-06-05,3290728491343.64,-0.006728641501321353
2025-06-06,3171640219646.37,-0.03618902987910888
2025-06-07,3250773613241.06,0.024950305871551004
2025-06-08,3295079839234.35,0.013629440639244095
2025-06-09,3301947743973.64,0.0020842908440379393
2025-06-10,3440137021406.84,0.041850837187053624
2025-06-11,3469534860205.16,0.008545542987208776
2025-06-12,3417060495421.26,-0.015124322682492752
2025-06-13,3316178396809.45,-0.029523064852667424
2025-06-14,3303513358182.01,-0.0038191668577377547
2025-06-15,3275383864728.55,-0.008515023371644559
2025-06-16,3287463042469.71,0.003687866289883379
2025-06-17,3315140978188.43,0.008419238592543232
2025-06-18,3250011514831.32,-0.019646061445236174
2025-06-19,3257429809184.11,0.002282544021440236
2025-06-20,3252118162853.55,-0.0016306249533248884
2025-06-21,3193619333281.39,-0.017987916380267754
2025-06-22,3138352601451.89,-0.017305359863510783
2025-06-23,3092059833701.08,-0.014750658587372789
2025-06-24,3251422984478.75,0.051539478324686305
2025-06-25,3272564487406.99,0.006502230878345561
2025-06-26,3288731370968.22,0.004940126809858558
2025-06-27,3266323067177.36,-0.00681366194535471
2025-06-28,3278624909730.19,0.003766266318371514
2025-06-29,3297877117822.64,0.0058720374005925
2025-06-30,3340390617686.81,0.012891171606854268
2025-07-01,3309726866995.0,-0.009179690102543936
2025-07-02,3249064580818.2,-0.018328487097147406
2025-07-03,3359230686524.17,0.03390702245697663
2025-07-04,3383128377207.79,0.007114036788091971
2025-07-05,3322183505343.47,-0.018014353896502078
2025-07-06,3329243611099.58,0.0021251402111757134
2025-07-07,3368903740745.58,0.011912654728471805
2025-07-08,3340490469840.17,-0.00843398122711636
2025-07-09,3372141459977.23,0.009474952981552542
2025-07-10,3462715757240.17,0.026859578205106427
2025-07-11,3613640884854.91,0.04358576856883856
2025-07-12,3665570910840.58,0.01437055524894948
2025-07-13,3659383301005.78,-0.0016880344113657797
2025-07-14,3716211159114.99,0.015529353837733018
2025-07-15,3745815779140.9,0.007966344956824134
2025-07-16,3725825731262.98,-0.005336634008868635
2025-07-17,3797747452611.02,0.019303565581329618
2025-07-18,3864463609209.33,0.017567296780738095
2025-07-19,3846761518959.17,-0.004580736692143983
2025-07-20,3859940982598.73,0.003426119236818792
2025-07-21,3891487437183.71,0.008172781585831679
2025-07-22,3914541031797.71,0.005924108708079023
2025-07-23,3975636632856.58,0.015607347211995526
2025-07-24,3872291607259.01,-0.025994585305779028
2025-07-25,3860448257469.04,-0.003058486031312313
2025-07-26,3863480415856.83,0.0007854420485817748
2025-07-27,3877931493684.97,0.003740429942087564
2025-07-28,3948544615623.41,0.01820896579875897
2025-07-29,3873826505516.51,-0.018922949435916103
2025-07-30,3868437749046.61,-0.001391068098229531
2025-07-31,3857231591412.11,-0.0028968173618050264
2025-08-01,3780087321041.26,-0.01999990629098003
2025-08-02,3681223544371.78,-0.02615383409773908
2025-08-03,3627818740391.8,-0.014507351519477907
2025-08-04,3703975645932.46,0.020992478122662472
2025-08-05,3776771547549.3,0.019653450393708916
2025-08-06,3720352203083.95,-0.014938511306557434
2025-08-07,3759963070600.88,0.010647074619466013
2025-08-08,3884377153423.13,0.03308917680469858
2025-08-09,3888254278468.31,0.0009981330061534788
2025-08-10,3927105101686.92,0.009991842208919133
2025-08-11,3980340328098.71,0.013555844581017773
2025-08-12,3943808853058.7,-0.009177977767911072
2025-08-13,4060031322321.97,0.02946959997139098
2025-08-14,4172149391652.69,0.02761507496612081
2025-08-15,4004132426774.25,-0.0402710807083263
2025-08-16,3963573258872.9,-0.01012932729950311
2025-08-17,3973562525362.8,0.0025202679091493874
2025-08-18,3988427090708.63,0.0037408660996149923
2025-08-19,3923496984498.12,-0.01627962721489129
2025-08-20,3786913651750.15,-0.03481163189053438
2025-08-21,3884119772887.84,0.025668956326153625
2025-08-22,3810520784548.13,-0.018948691761116576
2025-08-23,4040858970682.4,0.06044795427131744
2025-08-24,3997638084457.27,-0.010695965025928844
2025-08-25,3952051896250.28,-0.0114032804480797
2025-08-26,3779490353606.92,-0.04366378457911624
2025-08-27,3875088960828.19,0.025294047153748167
2025-08-28,3849439690642.03,-0.006619014542747048
2025-08-29,3897230544082.87,0.012415015503949745
2025-08-30,3763781119268.45,-0.034242117140602546
2025-08-31,3777244254407.55,0.0035770239321770703
2025-09-01,3758950865270.84,-0.004843051681226007
2025-09-02,3762088070214.27,0.0008345958901498918
2025-09-03,3830057403802.4,0.018066917179921038
